VesselInci,MonitorEve,MonitorE_2,EventLocat,QuadName,Latitude_d,Longitude_d,Latitude_1,Long_1,VesselType,VesselTy_1,Short_titl,CategoryNa,incident_c,Species_Na,Species_co,Notes
6144,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6144,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6144,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,Other: DEFINE,Other,10.0,,,
6145,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,,,
6145,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,Other: DEFINE,Other,10.0,,,
6145,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6145,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6146,8/11/2012,12:00,"Lime Kiln., 1mi S",181,48 30.167,123 09.476,48.50278333,-123.1579333,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6120,8/11/2012,11:00,"lime Kiln., 3/4mi SW",181,48 30.527,123 10.146,48.50878334,-123.1691,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,,,
6121,8/11/2012,11:00,"lime Kiln., 3/4mi SW",181,48 30.527,123 10.146,48.50878334,-123.1691,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,,,
6121,8/11/2012,11:00,"lime Kiln., 3/4mi SW",181,48 30.527,123 10.146,48.50878334,-123.1691,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,,,
6121,8/11/2012,11:00,"lime Kiln., 3/4mi SW",181,48 30.527,123 10.146,48.50878334,-123.1691,private motor,PM,vessel inshore of whales,Inshore,07.0,,,
6122,8/11/2012,11:00,"lime Kiln., 3/4mi SW",181,48 30.527,123 10.146,48.50878334,-123.1691,ecotour US,EU,area restriction - Lime Kiln,Area Restriction,40.2,,,
6123,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,area restriction - Lime Kiln,Area Restriction,40.2,,,
6124,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
6124,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,,,
6124,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,vessel inshore of whales,Inshore,07.0,,,
6125,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,vessel inshore of whales,Inshore,07.0,,,
6125,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,,,
6126,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
6127,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
6127,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,In path 200-400 yds,In Path,03.1A,,,
6128,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,non-compliant approach from behind,Approach,04.2,,,
6129,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,vessel inshore of whales,Inshore,07.0,,,
6129,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,area restriction - Lime Kiln,Area Restriction,40.2,,,
6130,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,vessel inshore of whales,Inshore,07.0,,,
6130,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,private motor,PM,area restriction - Lime Kiln,Area Restriction,40.2,,,
6131,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6131,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,,,
6131,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6132,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6132,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6132,8/11/2012,11:30,"lime Kiln., 3/4mi SE",181,48 30.766,123 10.453,48.51276668,-123.1742167,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,,,
6214,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6214,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6217,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6217,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6217,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6217,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6219,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6219,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6219,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6221,8/12/2012,16:30,"False Bay, 1mi S",185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6222,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6222,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
6222,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,speed > 7knts w/in 400m (departing scene),Speed,02.2,killer whale - southern resident,SR- oror (SR),
6222,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
6223,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private kayak/paddle,PK,kayak - offshore 1/4mile,Kayak Specific,60.4,killer whale - southern resident,SR- oror (SR),
6223,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private kayak/paddle,PK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
6224,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private kayak/paddle,PK,kayak - offshore 1/4mile,Kayak Specific,60.4,killer whale - southern resident,SR- oror (SR),
6224,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private kayak/paddle,PK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
6225,8/12/2012,17:00,False Bay 1mi S,185,48 27.632,123 04.091,48.46053333,-123.0681833,private aircraft,PA,aircraft - low flying,Aircraft,50.1,killer whale - southern resident,SR- oror (SR),
6191,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6191,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6192,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6192,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6193,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6193,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6194,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6194,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6195,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6195,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6196,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6196,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6197,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6197,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6198,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6198,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6199,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6199,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6200,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
6200,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayaks- parked on headland,Kayak Specific,60.5,killer whale - southern resident,SR- oror (SR),
6201,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
6201,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayaks- parked on headland,Kayak Specific,60.5,killer whale - southern resident,SR- oror (SR),
6202,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayak - spread out when whales present,Kayak Specific,60.1,killer whale - southern resident,SR- oror (SR),
6202,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private kayak/paddle,PK,kayaks- parked on headland,Kayak Specific,60.5,killer whale - southern resident,SR- oror (SR),
6203,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private sail,PS,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6203,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private sail,PS,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
6203,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private sail,PS,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
6204,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6205,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6206,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6206,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6207,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6208,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6208,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6209,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6209,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6210,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6210,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6211,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6211,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6212,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6212,8/12/2012,16:00,"Pile Point, 1/4mi W",184,48 28.889,123 06.082,48.48148333,-123.1013667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6186,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6186,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6187,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
6187,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
6189,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,vessel within 100m - under power,Within 100 m/yds,05.2,killer whale - southern resident,SR- oror (SR),
6189,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,200y/183m- under power,Within 200m/yds,06.2,killer whale - southern resident,SR- oror (SR),
6189,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,vessel crossed the path of whales,In Path,03.3,killer whale - southern resident,SR- oror (SR),
6190,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6190,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6190,8/12/2012,13:00,"Blunden Isl., 1.5mi SW",164,48 43.186,123 11.368,48.71976668,-123.1894667,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6175,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,vessel crossed the path of whales,In Path,03.3,,,
6175,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
6176,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,In path 200-400 yds,In Path,03.1A,,,
6176,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6176,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
6177,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,,,
6177,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,ecotour CDN,EC,200y/183m- stopped,Within 200m/yds,06.1,,,
6177,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,ecotour CDN,EC,vessel within 100m - stopped,Within 100 m/yds,05.1,,,
6178,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,marine monitoring,MM,vessel crossed the path of whales,In Path,03.3,,,
6179,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,ecotour CDN,EC,In path 200-400 yds,In Path,03.1A,,,
6180,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,vessel crossed the path of whales,In Path,03.3,,,
6181,8/12/2012,11:30,"Stuart Isl., 1/8mi S",170,48 39.800,123 12.529,48.66333332,-123.2088167,private motor,PM,vessel crossed the path of whales,In Path,03.3,,,
6174,8/12/2012,11:00,"Battleship Isl., 1.5 mi W",169,48 36.655,123 12.656,48.61091665,-123.2109333,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,,,
6174,8/12/2012,11:00,"Battleship Isl., 1.5 mi W",169,48 36.655,123 12.656,48.61091665,-123.2109333,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,,,
6174,8/12/2012,11:00,"Battleship Isl., 1.5 mi W",169,48 36.655,123 12.656,48.61091665,-123.2109333,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,,,
6174,8/12/2012,11:00,"Battleship Isl., 1.5 mi W",169,48 36.655,123 12.656,48.61091665,-123.2109333,private motor,PM,In path 200-400 yds,In Path,03.1A,,,
6184,8/12/2012,12:30,"Turn Pt, 1mi N",164,48 42.418,123 13.479,48.70696665,-123.22465,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6184,8/12/2012,12:30,"Turn Pt, 1mi N",164,48 42.418,123 13.479,48.70696665,-123.22465,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6184,8/12/2012,12:30,"Turn Pt, 1mi N",164,48 42.418,123 13.479,48.70696665,-123.22465,private motor,PM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6185,8/12/2012,12:30,"Turn Pt, 1mi N",164,48 42.418,123 13.479,48.70696665,-123.22465,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
6229,8/13/2012,9:30,"Lime Kiln, 1/4mi W",181,48 30.970,123 09.369,48.51616666,-123.15615,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,killer whale - southern resident,SR- oror (SR),
6229,8/13/2012,9:30,"Lime Kiln, 1/4mi W",181,48 30.970,123 09.369,48.51616666,-123.15615,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
6231,8/13/2012,9:30,"Lime Kiln, 1/4mi W",181,48 30.970,123 09.369,48.51616666,-123.15615,private motor,PM,vessel inshore of whales,Inshore,07.0,killer whale - southern resident,SR- oror (SR),
6226,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6226,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,private motor,PM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6226,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,private motor,PM,area restriction - SJIVNBZ (1/4mi),Area Restriction,40.1,killer whale - southern resident,SR- oror (SR),
6226,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,private motor,PM,200y/183m- fishing,Within 200m/yds,06.4,killer whale - southern resident,SR- oror (SR),
6227,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,private motor,PM,In path 200-400 yds,In Path,03.1A,killer whale - southern resident,SR- oror (SR),
6228,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,marine monitoring,MM,200y/183m- stopped,Within 200m/yds,06.1,killer whale - southern resident,SR- oror (SR),
6228,8/13/2012,9:00,Bellevue Pt. 1/4mi W,181,48 31.950,123 10.111,48.53250001,-123.1685167,marine monitoring,MM,vessel within 100m - stopped,Within 100 m/yds,05.1,killer whale - southern resident,SR- oror (SR),
6232,8/13/2012,10:00,"Andrews Bay, 1mi W",176,48 32.718,123 10.590,48.54529998,-123.1765,private aircraft,PA,aircraft - low flying,Aircraft,50.1,killer whale - southern resident,SR- oror (SR),
6233,8/13/2012,10:00,"Andrews Bay, 1mi W",176,48 32.718,123 10.590,48.54529998,-123.1765,private motor,PM,speed > 7knts w/in 400m,Speed,02.0,killer whale - southern resident,SR- oror (SR),
6233,8/13/2012,10:00,"Andrews Bay, 1mi W",176,48 32.718,123 10.590,48.54529998,-123.1765,private motor,PM,speed > 7knts w/in 400m (coming on scene),Speed,02.1,killer whale - southern resident,SR- oror (SR),
